CHA,CHB
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
-0.00,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
-0.00,-0.08
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.04
0.08,-0.00
0.04,-0.04
0.04,-0.04
-0.00,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
-0.00,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
-0.00,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
-0.00,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
-0.00,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
-0.00,-0.12
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
-0.00,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
-0.00,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
-0.00,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.08,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
-0.00,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.12,-0.04
0.04,-0.00
0.04,-0.04
-0.00,-0.12
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.08,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.08
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.08,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.08,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.08,-0.00
-0.00,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
-0.00,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.08
0.08,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
-0.00,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
-0.00,-0.12
0.04,-0.04
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.08
-0.00,-0.08
0.08,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.08,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
-0.00,-0.12
0.04,-0.00
0.04,-0.04
0.08,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.08,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.08,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.08,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
-0.00,-0.12
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.08,-0.00
-0.00,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.08
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
-0.00,-0.04
0.08,-0.04
0.04,-0.00
-0.00,-0.12
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.08,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
-0.00,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.08,-0.04
0.04,-0.04
-0.00,-0.12
-0.00,-0.04
0.04,-0.00
0.08,-0.04
0.04,-0.04
0.08,-0.04
0.04,-0.04
0.04,-0.00
0.08,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.08,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
-0.00,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.08,0.04
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.08,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
-0.00,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.08,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.08,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
-0.00,-0.12
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.08,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.08,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.08,0.04
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
-0.00,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.08,-0.04
0.04,-0.04
0.08,-0.04
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
-0.00,-0.04
-0.00,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.08,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
-0.00,-0.08
-0.00,-0.04
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
-0.00,-0.04
0.04,-0.00
0.04,-0.00
0.08,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,0.04
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
-0.00,-0.08
-0.00,-0.08
0.04,-0.00
-0.00,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.04
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.08
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.08,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
-0.00,-0.08
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.08,0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.08,-0.00
0.08,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.08,-0.00
0.08,-0.00
0.08,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.04
0.04,-0.04
0.08,-0.00
0.08,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.04
0.04,0.04
0.04,-0.04
0.08,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.08,0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.08,-0.00
-0.00,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.04
-0.00,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.12,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.08,-0.04
0.04,-0.04
-0.00,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,0.04
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
-0.00,-0.08
0.08,-0.00
0.08,-0.00
0.08,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,0.04
0.04,-0.00
0.08,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
-0.00,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
-0.00,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.04,0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,0.04
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
-0.00,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
-0.00,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
-0.00,-0.04
-0.00,-0.08
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
-0.00,-0.04
-0.00,-0.08
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,0.04
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.04
0.04,-0.00
0.04,-0.04
0.04,-0.04
0.04,-0.00
-0.00,-0.04
0.08,0.04
0.04,-0.00
0.04,-0.00
0.04,-0.04
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.08,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
-0.00,-0.00
0.04,-0.00
0.04,-0.00
0.04,-0.00
-0.00,-0.00
